# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10M of event 'cycles:ppp'
# Event count (approx.): 17266751320924
#
# Overhead  Command     Shared Object        Symbol                                        
# ........  ..........  ...................  ..............................................
#
     0.00%  translator  perf-29433.map       [.] src_0x600ec
     0.00%  translator  [kernel.kallsyms]    [k] profile_tick
     0.00%  translator  perf-29433.map       [.] src_0x601d0
     0.00%  translator  perf-29433.map       [.] src_0x64a74
     0.00%  translator  perf-29433.map       [.] src_0x2c19f4
     0.00%  translator  perf-29433.map       [.] src_0x2c1ee4
     0.00%  translator  perf-29433.map       [.] src_0x284654
     0.00%  translator  perf-29433.map       [.] src_0x62cd0
     0.00%  translator  [kernel.kallsyms]    [k] cpu_load_update_active
     0.00%  translator  perf-29433.map       [.] src_0x4d6f8
     0.00%  translator  perf-29433.map       [.] src_0x2c30b8
     0.00%  translator  perf-29433.map       [.] src_0x629dc
     0.00%  translator  perf-29433.map       [.] src_0x2c30cc
     0.00%  translator  perf-29433.map       [.] src_0x64b74
     0.00%  translator  perf-29433.map       [.] src_0x199514
     0.00%  translator  perf-29433.map       [.] src_0x64ba0
     0.00%  translator  perf-29433.map       [.] src_0x64dc4
     0.00%  translator  perf-29433.map       [.] src_0x2c24c8
     0.00%  translator  [kernel.kallsyms]    [k] rb_erase_cached
     0.00%  translator  perf-29433.map       [.] src_0x2c2558
     0.00%  translator  perf-29433.map       [.] src_0x628fc
     0.00%  translator  perf-29433.map       [.] src_0x2c318c
     0.00%  translator  [kernel.kallsyms]    [k] native_smp_send_reschedule
     0.00%  translator  perf-29433.map       [.] src_0x17e0c0
     0.00%  translator  [kernel.kallsyms]    [k] cpuacct_charge
     0.00%  translator  perf-29433.map       [.] src_0x17a194
     0.00%  translator  [kernel.kallsyms]    [k] sched_clock_cpu
     0.00%  translator  [kernel.kallsyms]    [k] cpumask_next
     0.00%  translator  [kernel.kallsyms]    [k] native_read_msr
     0.00%  translator  perf-29433.map       [.] src_0x649f8
     0.00%  translator  perf-29433.map       [.] src_0x29ad8
     0.00%  translator  [nf_conntrack]       [k] nf_conntrack_in
     0.00%  translator  perf-29433.map       [.] src_0x1994e4
     0.00%  translator  [kernel.kallsyms]    [k] calc_wheel_index
     0.00%  translator  [kernel.kallsyms]    [k] arp_solicit
     0.00%  translator  [kernel.kallsyms]    [k] update_min_vruntime
     0.00%  translator  perf-29433.map       [.] src_0x19ecfc
     0.00%  translator  perf-29433.map       [.] src_0x218984
     0.00%  translator  [kernel.kallsyms]    [k] account_user_time
     0.00%  translator  perf-29433.map       [.] src_0x19732c
     0.00%  translator  perf-29433.map       [.] src_0x13ce8c
     0.00%  translator  [smartpqi]           [k] sis_is_firmware_running
     0.00%  translator  perf-29433.map       [.] src_0x18a5f8
     0.00%  translator  perf-29433.map       [.] src_0x27348
     0.00%  translator  perf-29433.map       [.] src_0x2736c
     0.00%  translator  [kernel.kallsyms]    [k] __sk_dst_check
     0.00%  translator  perf-29433.map       [.] src_0x29b3a8
     0.00%  translator  perf-29433.map       [.] src_0x18b964
     0.00%  translator  perf-29433.map       [.] src_0x18b470
     0.00%  translator  perf-29433.map       [.] src_0x62920
     0.00%  translator  perf-29433.map       [.] src_0xbac9c
     0.00%  translator  perf-29433.map       [.] src_0x18b458
     0.00%  translator  perf-29433.map       [.] src_0x262754
     0.00%  translator  perf-29433.map       [.] src_0x2ddfdc
     0.00%  translator  perf-29433.map       [.] src_0x17ebf8
     0.00%  translator  perf-29433.map       [.] src_0x19eee0
     0.00%  translator  perf-29433.map       [.] src_0x95c2c
     0.00%  translator  perf-29433.map       [.] src_0x5f7c4
     0.00%  translator  perf-29433.map       [.] src_0x19ecc4
     0.00%  translator  perf-29433.map       [.] src_0xf6cfc
     0.00%  translator  perf-29433.map       [.] src_0xf7b0c
     0.00%  translator  perf-29433.map       [.] src_0x18b9c4
     0.00%  translator  perf-29433.map       [.] src_0x18b488
     0.00%  translator  perf-29433.map       [.] src_0x25a74
     0.00%  translator  perf-29433.map       [.] src_0x262fbc
     0.00%  translator  perf-29433.map       [.] src_0x2535c
     0.00%  translator  perf-29433.map       [.] src_0x19ed44
     0.00%  translator  perf-29433.map       [.] src_0x649d0
     0.00%  translator  perf-29433.map       [.] src_0x28ef0c
     0.00%  translator  perf-29433.map       [.] src_0x18a008
     0.00%  translator  perf-29433.map       [.] src_0x25368
     0.00%  translator  perf-29433.map       [.] src_0x13dbc0
     0.00%  translator  perf-29433.map       [.] src_0x2a08e4
     0.00%  translator  [kernel.kallsyms]    [k] handle_mm_fault
     0.00%  translator  perf-29433.map       [.] src_0x1a159c
     0.00%  translator  perf-29433.map       [.] src_0x292fa4
     0.00%  translator  perf-29433.map       [.] src_0x146dc8
     0.00%  translator  perf-29433.map       [.] src_0x262fdc
     0.00%  translator  perf-29433.map       [.] src_0x17f014
     0.00%  translator  perf-29433.map       [.] src_0xfaff8
     0.00%  translator  perf-29433.map       [.] src_0x5e934
     0.00%  translator  perf-29433.map       [.] src_0x28f248
     0.00%  translator  perf-29433.map       [.] src_0x28ee00
     0.00%  translator  perf-29433.map       [.] src_0x17efd0
     0.00%  translator  perf-29433.map       [.] src_0x217a38
     0.00%  translator  perf-29433.map       [.] src_0x18b4b4
     0.00%  translator  perf-29433.map       [.] src_0x2a0870
     0.00%  translator  [kernel.kallsyms]    [k] page_remove_rmap
     0.00%  translator  perf-29433.map       [.] src_0x19c7c0
     0.00%  translator  perf-29433.map       [.] src_0xf6bdc
     0.00%  translator  perf-29433.map       [.] src_0x2d928
     0.00%  translator  perf-29433.map       [.] src_0x1085cc
     0.00%  translator  perf-29433.map       [.] src_0x19e718
     0.00%  translator  perf-29433.map       [.] src_0x1aa65c
     0.00%  translator  perf-29433.map       [.] src_0x1aa730
     0.00%  translator  perf-29433.map       [.] src_0x1aa808
     0.00%  translator  perf-29433.map       [.] src_0x137ad0
     0.00%  translator  perf-29433.map       [.] src_0x1aa5f0
     0.00%  translator  perf-29433.map       [.] src_0x364e0
     0.00%  translator  perf-29433.map       [.] src_0x19f36c
     0.00%  translator  perf-29433.map       [.] src_0x13e900
     0.00%  translator  perf-29433.map       [.] src_0x1aa570
     0.00%  translator  perf-29433.map       [.] src_0x2fef8
     0.00%  translator  [kernel.kallsyms]    [k] mem_cgroup_commit_charge
     0.00%  translator  perf-29433.map       [.] src_0x262674
     0.00%  translator  perf-29433.map       [.] src_0x13e818
     0.00%  translator  perf-29433.map       [.] src_0xf6b3c
     0.00%  translator  perf-29433.map       [.] src_0x263ae8
     0.00%  translator  perf-29433.map       [.] src_0x263b78
     0.00%  translator  perf-29433.map       [.] src_0x1aa798
     0.00%  translator  perf-29433.map       [.] src_0x2a38c0
     0.00%  translator  perf-29433.map       [.] src_0x1aa8a0
     0.00%  translator  [kernel.kallsyms]    [k] __vma_adjust
     0.00%  translator  perf-29433.map       [.] src_0xd4ce0
     0.00%  translator  perf-29433.map       [.] src_0x29da10
     0.00%  translator  perf-29433.map       [.] src_0x18ba04
     0.00%  translator  perf-29433.map       [.] src_0x62804
     0.00%  translator  perf-29433.map       [.] src_0x262f7c
     0.00%  translator  perf-29433.map       [.] src_0x67f1c
     0.00%  translator  perf-29433.map       [.] src_0x1a1650
     0.00%  translator  perf-29433.map       [.] src_0xf7b44
     0.00%  translator  perf-29433.map       [.] src_0x17ee2c
     0.00%  translator  perf-29433.map       [.] src_0x1aa428
     0.00%  translator  perf-29433.map       [.] src_0x1aa41c
     0.00%  translator  perf-29433.map       [.] src_0x263240
     0.00%  translator  perf-29433.map       [.] src_0x21c0c
     0.00%  translator  perf-29433.map       [.] src_0x17a0a8
     0.00%  translator  perf-29433.map       [.] src_0x604c8
     0.00%  translator  perf-29433.map       [.] src_0x2a196c
     0.00%  translator  perf-29433.map       [.] src_0x223c8
     0.00%  translator  perf-29433.map       [.] src_0x1a1620
     0.00%  translator  perf-29433.map       [.] src_0xe5cb8
     0.00%  translator  perf-29433.map       [.] src_0x1099a8
     0.00%  translator  perf-29433.map       [.] src_0xafcb8
     0.00%  translator  perf-29433.map       [.] src_0x5f910
     0.00%  translator  perf-29433.map       [.] src_0x2d8b8
     0.00%  translator  perf-29433.map       [.] src_0xada54
     0.00%  translator  perf-29433.map       [.] src_0xe4d5c
     0.00%  translator  perf-29433.map       [.] src_0x64168
     0.00%  translator  perf-29433.map       [.] src_0x5a9b4
     0.00%  translator  perf-29433.map       [.] src_0xf6c10
     0.00%  translator  perf-29433.map       [.] src_0x13dd20
     0.00%  translator  perf-29433.map       [.] src_0x99f60
     0.00%  translator  perf-29433.map       [.] src_0x5f900
     0.00%  translator  perf-29433.map       [.] src_0x10e238
     0.00%  translator  perf-29433.map       [.] src_0x5f5cc
     0.00%  translator  perf-29433.map       [.] src_0x13d6ec
     0.00%  translator  perf-29433.map       [.] src_0x2e1fc
     0.00%  translator  perf-29433.map       [.] src_0xe5d10
     0.00%  translator  perf-29433.map       [.] src_0x3c948
     0.00%  translator  perf-29433.map       [.] src_0xe6ed8
     0.00%  translator  perf-29433.map       [.] src_0xb2bd0
     0.00%  translator  perf-29433.map       [.] src_0xe898c
     0.00%  translator  perf-29433.map       [.] src_0xe38bc
     0.00%  translator  perf-29433.map       [.] src_0xe5cc4
     0.00%  translator  perf-29433.map       [.] src_0x5f58c
     0.00%  translator  perf-29433.map       [.] src_0x65568
     0.00%  translator  perf-29433.map       [.] src_0x10a3cc
     0.00%  translator  perf-29433.map       [.] src_0xada44
     0.00%  translator  perf-29433.map       [.] src_0x923e4
     0.00%  translator  perf-29433.map       [.] src_0xe92f0
     0.00%  translator  perf-29433.map       [.] src_0x136064
     0.00%  translator  perf-29433.map       [.] src_0x10ece8
     0.00%  translator  perf-29433.map       [.] src_0xe950c
     0.00%  translator  perf-29433.map       [.] src_0x13d724
     0.00%  translator  perf-29433.map       [.] src_0x63fec
     0.00%  translator  perf-29433.map       [.] src_0xf0b9c
     0.00%  translator  perf-29433.map       [.] src_0xe4090
     0.00%  translator  perf-29433.map       [.] src_0x2a4114
     0.00%  translator  perf-29433.map       [.] src_0x61b24
     0.00%  translator  perf-29433.map       [.] src_0x2a5000
     0.00%  translator  perf-29433.map       [.] src_0x109fbc
     0.00%  translator  perf-29433.map       [.] src_0x64258
     0.00%  translator  perf-29433.map       [.] src_0xe4630
     0.00%  translator  perf-29433.map       [.] src_0xe3858
     0.00%  translator  perf-29433.map       [.] src_0x22f44
     0.00%  translator  perf-29433.map       [.] src_0xe9500
     0.00%  translator  perf-29433.map       [.] src_0x9a0f4
     0.00%  translator  perf-29433.map       [.] src_0x61ae8
     0.00%  translator  perf-29433.map       [.] src_0x4f198
     0.00%  translator  perf-29433.map       [.] src_0x10c658
     0.00%  translator  perf-29433.map       [.] src_0x17d1ec
     0.00%  translator  perf-29433.map       [.] src_0xe90f8
     0.00%  translator  perf-29433.map       [.] src_0x109904
     0.00%  translator  perf-29433.map       [.] src_0x10e254
     0.00%  translator  perf-29433.map       [.] src_0x1360d8
     0.00%  translator  perf-29433.map       [.] src_0x10c6d8
     0.00%  translator  perf-29433.map       [.] src_0x17efec
     0.00%  translator  perf-29433.map       [.] src_0xafc40
     0.00%  translator  perf-29433.map       [.] src_0x1362b0
     0.00%  translator  perf-29433.map       [.] src_0x2e224
     0.00%  translator  perf-29433.map       [.] src_0xf01a8
     0.00%  translator  perf-29433.map       [.] src_0xafc8c
     0.00%  translator  perf-29433.map       [.] src_0xafc54
     0.00%  translator  perf-29433.map       [.] src_0xe71e0
     0.00%  translator  perf-29433.map       [.] src_0x67d88
     0.00%  translator  perf-29433.map       [.] src_0xe8cec
     0.00%  translator  perf-29433.map       [.] src_0x10c728
     0.00%  translator  perf-29433.map       [.] src_0x1a15f0
     0.00%  translator  perf-29433.map       [.] src_0x2a4f18
     0.00%  translator  perf-29433.map       [.] src_0x65554
     0.00%  translator  perf-29433.map       [.] src_0xe74d8
     0.00%  translator  perf-29433.map       [.] src_0x12b530
     0.00%  translator  perf-29433.map       [.] src_0x103bd0
     0.00%  translator  perf-29433.map       [.] src_0xe96e8
     0.00%  translator  perf-29433.map       [.] src_0x67cb4
     0.00%  translator  perf-29433.map       [.] src_0xe38b0
     0.00%  translator  perf-29433.map       [.] src_0x10998c
     0.00%  translator  perf-29433.map       [.] src_0x10c6a4
     0.00%  translator  perf-29433.map       [.] src_0x9a080
     0.00%  translator  perf-29433.map       [.] src_0x103044
     0.00%  translator  perf-29433.map       [.] src_0x13e7a0
     0.00%  translator  perf-29433.map       [.] src_0xf20a4
     0.00%  translator  perf-29433.map       [.] src_0x99f98
     0.00%  translator  perf-29433.map       [.] src_0xb2bd8
     0.00%  translator  perf-29433.map       [.] src_0x2304c
     0.00%  translator  perf-29433.map       [.] src_0x135f00
     0.00%  translator  perf-29433.map       [.] src_0x64184
     0.00%  translator  perf-29433.map       [.] src_0x8d148
     0.00%  translator  perf-29433.map       [.] src_0xe5e70
     0.00%  translator  perf-29433.map       [.] src_0x48bac
     0.00%  translator  perf-29433.map       [.] src_0xe5d18
     0.00%  translator  perf-29433.map       [.] src_0x230bc
     0.00%  translator  perf-29433.map       [.] src_0xafd50
     0.00%  translator  perf-29433.map       [.] src_0x64400
     0.00%  translator  perf-29433.map       [.] src_0x2d8dc
     0.00%  translator  perf-29433.map       [.] src_0xe4d80
     0.00%  translator  perf-29433.map       [.] src_0x1098d0
     0.00%  translator  perf-29433.map       [.] src_0x9a0cc
     0.00%  translator  perf-29433.map       [.] src_0xe93d0
     0.00%  translator  perf-29433.map       [.] src_0x643b8
     0.00%  translator  perf-29433.map       [.] src_0x643b0
     0.00%  translator  perf-29433.map       [.] src_0xf5188
     0.00%  translator  perf-29433.map       [.] src_0x10a20c
     0.00%  translator  perf-29433.map       [.] src_0xe3b60
     0.00%  translator  perf-29433.map       [.] src_0xe3b68
     0.00%  translator  perf-29433.map       [.] src_0x21f38
     0.00%  translator  perf-29433.map       [.] src_0x61b5c
     0.00%  translator  perf-29433.map       [.] src_0x2ddbc
     0.00%  translator  perf-29433.map       [.] src_0x109f88
     0.00%  translator  perf-29433.map       [.] src_0x10a034
     0.00%  translator  perf-29433.map       [.] src_0xddfc4
     0.00%  translator  perf-29433.map       [.] src_0x21450
     0.00%  translator  perf-29433.map       [.] src_0x10ed44
     0.00%  translator  perf-29433.map       [.] src_0x2dce0
     0.00%  translator  perf-29433.map       [.] src_0x103a80
     0.00%  translator  perf-29433.map       [.] src_0x2ddf8
     0.00%  translator  perf-29433.map       [.] src_0x136408
     0.00%  translator  perf-29433.map       [.] src_0x213ec
